SRforSCF_02.csv, ñ@ê¸ñ íºíBì˙éÀó , êÖïΩñ ìVãÛì˙éÀó , ígñ[1_ó‚ñ[2
10100, 0, 0, 1
10101, 0, 0, 1
10102, 0, 0, 1
10103, 0, 0, 1
10104, 0, 0, 1
10105, 0, 0, 1
10106, 0, 0, 1
10107, 2, 2, 1
10108, 38, 26, 1
10109, 29, 53, 1
10110, 31, 76, 1
10111, 45, 103, 1
10112, 141, 127, 1
10113, 459, 88, 1
10114, 550, 55, 1
10115, 323, 41, 1
10116, 2, 5, 1
10117, 0, 0, 1
10118, 0, 0, 1
10119, 0, 0, 1
10120, 0, 0, 1
10121, 0, 0, 1
10122, 0, 0, 1
10123, 0, 0, 1
10124, 0, 0, 1
10201, 0, 0, 1
10202, 0, 0, 1
10203, 0, 0, 1
10204, 0, 0, 1
10205, 0, 0, 1
10206, 0, 0, 1
10207, 2, 2, 1
10208, 65, 31, 1
10209, 530, 53, 1
10210, 647, 55, 1
10211, 313, 119, 1
10212, 196, 129, 1
10213, 385, 100, 1
10214, 569, 53, 1
10215, 172, 45, 1
10216, 10, 7, 1
10217, 0, 0, 1
10218, 0, 0, 1
10219, 0, 0, 1
10220, 0, 0, 1
10221, 0, 0, 1
10222, 0, 0, 1
10223, 0, 0, 1
10224, 0, 0, 1
10301, 0, 0, 1
10302, 0, 0, 1
10303, 0, 0, 1
10304, 0, 0, 1
10305, 0, 0, 1
10306, 0, 0, 1
10307, 2, 2, 1
10308, 26, 24, 1
10309, 217, 76, 1
10310, 112, 105, 1
10311, 36, 98, 1
10312, 22, 84, 1
10313, 24, 74, 1
10314, 17, 50, 1
10315, 17, 26, 1
10316, 2, 5, 1
10317, 0, 0, 1
10318, 0, 0, 1
10319, 0, 0, 1
10320, 0, 0, 1
10321, 0, 0, 1
10322, 0, 0, 1
10323, 0, 0, 1
10324, 0, 0, 1
10401, 0, 0, 1
10402, 0, 0, 1
10403, 0, 0, 1
10404, 0, 0, 1
10405, 0, 0, 1
10406, 0, 0, 1
10407, 2, 2, 1
10408, 36, 26, 1
10409, 33, 57, 1
10410, 29, 79, 1
10411, 143, 127, 1
10412, 146, 129, 1
10413, 552, 76, 1
10414, 232, 86, 1
10415, 31, 33, 1
10416, 10, 7, 1
10417, 0, 0, 1
10418, 0, 0, 1
10419, 0, 0, 1
10420, 0, 0, 1
10421, 0, 0, 1
10422, 0, 0, 1
10423, 0, 0, 1
10424, 0, 0, 1
10501, 0, 0, 1
10502, 0, 0, 1
10503, 0, 0, 1
10504, 0, 0, 1
10505, 0, 0, 1
10506, 0, 0, 1
10507, 2, 2, 1
10508, 139, 36, 1
10509, 291, 74, 1
10510, 74, 98, 1
10511, 17, 81, 1
10512, 29, 91, 1
10513, 29, 81, 1
10514, 112, 84, 1
10515, 62, 41, 1
10516, 10, 7, 1
10517, 0, 0, 1
10518, 0, 0, 1
10519, 0, 0, 1
10520, 0, 0, 1
10521, 0, 0, 1
10522, 0, 0, 1
10523, 0, 0, 1
10524, 0, 0, 1
10601, 0, 0, 1
10602, 0, 0, 1
10603, 0, 0, 1
10604, 0, 0, 1
10605, 0, 0, 1
10606, 0, 0, 1
10607, 2, 5, 1
10608, 418, 33, 1
10609, 550, 50, 1
10610, 667, 53, 1
10611, 707, 55, 1
10612, 714, 55, 1
10613, 683, 53, 1
10614, 595, 53, 1
10615, 263, 48, 1
10616, 19, 10, 1
10617, 0, 0, 1
10618, 0, 0, 1
10619, 0, 0, 1
10620, 0, 0, 1
10621, 0, 0, 1
10622, 0, 0, 1
10623, 0, 0, 1
10624, 0, 0, 1
10701, 0, 0, 1
10702, 0, 0, 1
10703, 0, 0, 1
10704, 0, 0, 1
10705, 0, 0, 1
10706, 0, 0, 1
10707, 2, 2, 1
10708, 12, 17, 1
10709, 10, 41, 1
10710, 17, 62, 1
10711, 19, 76, 1
10712, 31, 96, 1
10713, 14, 69, 1
10714, 12, 48, 1
10715, 10, 24, 1
10716, 2, 5, 1
10717, 0, 0, 1
10718, 0, 0, 1
10719, 0, 0, 1
10720, 0, 0, 1
10721, 0, 0, 1
10722, 0, 0, 1
10723, 0, 0, 1
10724, 0, 0, 1
10801, 0, 0, 1
10802, 0, 0, 1
10803, 0, 0, 1
10804, 0, 0, 1
10805, 0, 0, 1
10806, 0, 0, 1
10807, 2, 2, 1
10808, 203, 36, 1
10809, 490, 57, 1
10810, 590, 67, 1
10811, 177, 131, 1
10812, 45, 105, 1
10813, 45, 96, 1
10814, 65, 76, 1
10815, 170, 50, 1
10816, 112, 14, 1
10817, 0, 0, 1
10818, 0, 0, 1
10819, 0, 0, 1
10820, 0, 0, 1
10821, 0, 0, 1
10822, 0, 0, 1
10823, 0, 0, 1
10824, 0, 0, 1
10901, 0, 0, 1
10902, 0, 0, 1
10903, 0, 0, 1
10904, 0, 0, 1
10905, 0, 0, 1
10906, 0, 0, 1
10907, 2, 2, 1
10908, 146, 36, 1
10909, 143, 76, 1
10910, 33, 81, 1
10911, 325, 122, 1
10912, 112, 129, 1
10913, 14, 72, 1
10914, 196, 91, 1
10915, 50, 41, 1
10916, 10, 7, 1
10917, 0, 0, 1
10918, 0, 0, 1
10919, 0, 0, 1
10920, 0, 0, 1
10921, 0, 0, 1
10922, 0, 0, 1
10923, 0, 0, 1
10924, 0, 0, 1
11001, 0, 0, 1
11002, 0, 0, 1
11003, 0, 0, 1
11004, 0, 0, 1
11005, 0, 0, 1
11006, 0, 0, 1
11007, 2, 2, 1
11008, 36, 26, 1
11009, 48, 65, 1
11010, 139, 110, 1
11011, 60, 115, 1
11012, 41, 103, 1
11013, 41, 93, 1
11014, 22, 57, 1
11015, 24, 33, 1
11016, 10, 7, 1
11017, 0, 0, 1
11018, 0, 0, 1
11019, 0, 0, 1
11020, 0, 0, 1
11021, 0, 0, 1
11022, 0, 0, 1
11023, 0, 0, 1
11024, 0, 0, 1
11101, 0, 0, 1
11102, 0, 0, 1
11103, 0, 0, 1
11104, 0, 0, 1
11105, 0, 0, 1
11106, 0, 0, 1
11107, 2, 2, 1
11108, 76, 33, 1
11109, 112, 76, 1
11110, 124, 110, 1
11111, 366, 119, 1
11112, 547, 91, 1
11113, 65, 105, 1
11114, 88, 86, 1
11115, 256, 50, 1
11116, 19, 10, 1
11117, 0, 0, 1
11118, 0, 0, 1
11119, 0, 0, 1
11120, 0, 0, 1
11121, 0, 0, 1
11122, 0, 0, 1
11123, 0, 0, 1
11124, 0, 0, 1
11201, 0, 0, 1
11202, 0, 0, 1
11203, 0, 0, 1
11204, 0, 0, 1
11205, 0, 0, 1
11206, 0, 0, 1
11207, 2, 5, 1
11208, 394, 33, 1
11209, 573, 50, 1
11210, 688, 53, 1
11211, 547, 88, 1
11212, 550, 91, 1
11213, 616, 69, 1
11214, 631, 50, 1
11215, 385, 45, 1
11216, 55, 12, 1
11217, 0, 0, 1
11218, 0, 0, 1
11219, 0, 0, 1
11220, 0, 0, 1
11221, 0, 0, 1
11222, 0, 0, 1
11223, 0, 0, 1
11224, 0, 0, 1
11301, 0, 0, 1
11302, 0, 0, 1
11303, 0, 0, 1
11304, 0, 0, 1
11305, 0, 0, 1
11306, 0, 0, 1
11307, 2, 2, 1
11308, 134, 38, 1
11309, 33, 57, 1
