SRforSCF_03.csv, ñ@ê¸ñ íºíBì˙éÀó , êÖïΩñ ìVãÛì˙éÀó , ígñ[1_ó‚ñ[2
21701, 0, 0, 1
21702, 0, 0, 1
21703, 0, 0, 1
21704, 0, 0, 1
21705, 0, 0, 1
21706, 0, 0, 1
21707, 117, 24, 1
21708, 165, 81, 1
21709, 203, 136, 1
21710, 428, 148, 1
21711, 516, 148, 1
21712, 134, 213, 1
21713, 151, 201, 1
21714, 210, 167, 1
21715, 53, 98, 1
21716, 29, 41, 1
21717, 19, 10, 1
21718, 0, 0, 1
21719, 0, 0, 1
21720, 0, 0, 1
21721, 0, 0, 1
21722, 0, 0, 1
21723, 0, 0, 1
21724, 0, 0, 1
21801, 0, 0, 1
21802, 0, 0, 1
21803, 0, 0, 1
21804, 0, 0, 1
21805, 0, 0, 1
21806, 0, 0, 1
21807, 284, 26, 1
21808, 590, 50, 1
21809, 765, 45, 1
21810, 812, 50, 1
21811, 815, 57, 1
21812, 882, 41, 1
21813, 929, 31, 1
21814, 877, 33, 1
21815, 222, 119, 1
21816, 117, 62, 1
21817, 33, 10, 1
21818, 0, 0, 1
21819, 0, 0, 1
21820, 0, 0, 1
21821, 0, 0, 1
21822, 0, 0, 1
21823, 0, 0, 1
21824, 0, 0, 1
21901, 0, 0, 1
21902, 0, 0, 1
21903, 0, 0, 1
21904, 0, 0, 1
21905, 0, 0, 1
21906, 0, 0, 1
21907, 0, 5, 1
21908, 2, 22, 1
21909, 5, 53, 1
21910, 12, 98, 1
21911, 38, 160, 1
21912, 53, 186, 1
21913, 50, 170, 1
21914, 31, 124, 1
21915, 12, 60, 1
21916, 2, 24, 1
21917, 2, 5, 1
21918, 0, 0, 1
21919, 0, 0, 1
21920, 0, 0, 1
21921, 0, 0, 1
21922, 0, 0, 1
21923, 0, 0, 1
21924, 0, 0, 1
22001, 0, 0, 1
22002, 0, 0, 1
22003, 0, 0, 1
22004, 0, 0, 1
22005, 0, 0, 1
22006, 0, 0, 1
22007, 287, 29, 1
22008, 590, 50, 1
22009, 760, 48, 1
22010, 803, 55, 1
22011, 712, 88, 1
22012, 602, 131, 1
22013, 710, 86, 1
22014, 776, 55, 1
22015, 172, 122, 1
22016, 72, 57, 1
22017, 19, 10, 1
22018, 0, 0, 1
22019, 0, 0, 1
22020, 0, 0, 1
22021, 0, 0, 1
22022, 0, 0, 1
22023, 0, 0, 1
22024, 0, 0, 1
22101, 0, 0, 1
22102, 0, 0, 1
22103, 0, 0, 1
22104, 0, 0, 1
22105, 0, 0, 1
22106, 0, 0, 1
22107, 74, 26, 1
22108, 497, 62, 1
22109, 851, 36, 1
22110, 495, 139, 1
22111, 131, 215, 1
22112, 57, 196, 1
22113, 170, 210, 1
22114, 516, 122, 1
22115, 366, 110, 1
22116, 258, 65, 1
22117, 22, 10, 1
22118, 0, 0, 1
22119, 0, 0, 1
22120, 0, 0, 1
22121, 0, 0, 1
22122, 0, 0, 1
22123, 0, 0, 1
22124, 0, 0, 1
22201, 0, 0, 1
22202, 0, 0, 1
22203, 0, 0, 1
22204, 0, 0, 1
22205, 0, 0, 1
22206, 0, 0, 1
22207, 155, 31, 1
22208, 76, 81, 1
22209, 215, 146, 1
22210, 733, 72, 1
22211, 805, 62, 1
22212, 29, 158, 1
22213, 17, 117, 1
22214, 14, 91, 1
22215, 24, 79, 1
22216, 17, 38, 1
22217, 2, 5, 1
22218, 0, 0, 1
22219, 0, 0, 1
22220, 0, 0, 1
22221, 0, 0, 1
22222, 0, 0, 1
22223, 0, 0, 1
22224, 0, 0, 1
22301, 0, 0, 1
22302, 0, 0, 1
22303, 0, 0, 1
22304, 0, 0, 1
22305, 0, 0, 1
22306, 0, 0, 1
22307, 158, 33, 1
22308, 377, 81, 1
22309, 366, 131, 1
22310, 153, 194, 1
22311, 103, 213, 1
22312, 380, 201, 1
22313, 67, 189, 1
22314, 205, 177, 1
22315, 695, 55, 1
22316, 182, 69, 1
22317, 79, 12, 1
22318, 0, 0, 1
22319, 0, 0, 1
22320, 0, 0, 1
22321, 0, 0, 1
22322, 0, 0, 1
22323, 0, 0, 1
22324, 0, 0, 1
22401, 0, 0, 1
22402, 0, 0, 1
22403, 0, 0, 1
22404, 0, 0, 1
22405, 0, 0, 1
22406, 0, 0, 1
22407, 141, 33, 1
22408, 91, 86, 1
22409, 757, 50, 1
22410, 839, 45, 1
22411, 901, 36, 1
22412, 853, 50, 1
22413, 423, 179, 1
22414, 284, 174, 1
22415, 108, 124, 1
22416, 53, 60, 1
22417, 33, 10, 1
22418, 0, 0, 1
22419, 0, 0, 1
22420, 0, 0, 1
22421, 0, 0, 1
22422, 0, 0, 1
22423, 0, 0, 1
22424, 0, 0, 1
22501, 0, 0, 1
22502, 0, 0, 1
22503, 0, 0, 1
22504, 0, 0, 1
22505, 0, 0, 1
22506, 0, 0, 1
22507, 327, 33, 1
22508, 607, 53, 1
22509, 397, 129, 1
22510, 557, 127, 1
22511, 855, 50, 1
22512, 323, 220, 1
22513, 456, 170, 1
22514, 738, 67, 1
22515, 184, 131, 1
22516, 55, 60, 1
22517, 86, 14, 1
22518, 0, 0, 1
22519, 0, 0, 1
22520, 0, 0, 1
22521, 0, 0, 1
22522, 0, 0, 1
22523, 0, 0, 1
22524, 0, 0, 1
22601, 0, 0, 1
22602, 0, 0, 1
22603, 0, 0, 1
22604, 0, 0, 1
22605, 0, 0, 1
22606, 0, 0, 1
22607, 62, 31, 1
22608, 55, 81, 1
22609, 590, 91, 1
22610, 977, 31, 1
22611, 179, 229, 1
22612, 155, 234, 1
22613, 999, 41, 1
22614, 999, 45, 1
22615, 853, 36, 1
22616, 394, 62, 1
22617, 217, 14, 1
22618, 0, 0, 1
22619, 0, 0, 1
22620, 0, 0, 1
22621, 0, 0, 1
22622, 0, 0, 1
22623, 0, 0, 1
22624, 0, 0, 1
22701, 0, 0, 1
22702, 0, 0, 1
22703, 0, 0, 1
22704, 0, 0, 1
22705, 0, 0, 1
22706, 0, 0, 1
22707, 5, 17, 1
22708, 26, 67, 1
22709, 22, 103, 1
22710, 7, 105, 1
22711, 19, 143, 1
22712, 50, 198, 1
22713, 172, 222, 1
22714, 45, 151, 1
22715, 43, 108, 1
22716, 74, 67, 1
22717, 189, 17, 1
22718, 0, 0, 1
22719, 0, 0, 1
22720, 0, 0, 1
22721, 0, 0, 1
22722, 0, 0, 1
22723, 0, 0, 1
22724, 0, 0, 1
22801, 0, 0, 1
22802, 0, 0, 1
22803, 0, 0, 1
22804, 0, 0, 1
22805, 0, 0, 1
22806, 0, 0, 1
22807, 19, 24, 1
22808, 7, 43, 1
22809, 10, 74, 1
22810, 12, 93, 1
22811, 5, 76, 1
22812, 7, 72, 1
22813, 7, 69, 1
22814, 2, 57, 1
22815, 0, 36, 1
22816, 0, 14, 1
22817, 0, 2, 1
22818, 0, 0, 1
22819, 0, 0, 1
22820, 0, 0, 1
22821, 0, 0, 1
22822, 0, 0, 1
22823, 0, 0, 1
22824, 0, 0, 1
30101, 0, 0, 1
30102, 0, 0, 1
30103, 0, 0, 1
30104, 0, 0, 1
30105, 0, 0, 1
30106, 0, 0, 1
30107, 33, 31, 1
30108, 60, 88, 1
30109, 74, 143, 1
30110, 91, 191, 1
30111, 110, 227, 1
30112, 117, 234, 1
30113, 191, 227, 1
30114, 153, 189, 1
30115, 239, 136, 1
30116, 131, 76, 1
30117, 167, 19, 1
30118, 0, 0, 1
30119, 0, 0, 1
30120, 0, 0, 1
30121, 0, 0, 1
30122, 0, 0, 1
30123, 0, 0, 1
30124, 0, 0, 1
30201, 0, 0, 1
30202, 0, 0, 1
30203, 0, 0, 1
30204, 0, 0, 1
30205, 0, 0, 1
30206, 0, 2, 1
30207, 151, 43, 1
30208, 220, 103, 1
30209, 88, 151, 1
30210, 253, 205, 1
30211, 172, 237, 1
30212, 951, 29, 1
30213, 702, 98, 1
30214, 600, 110, 1
30215, 894, 36, 1
30216, 676, 38, 1
30217, 174, 19, 1
30218, 0, 0, 1
30219, 0, 0, 1
30220, 0, 0, 1
30221, 0, 0, 1
30222, 0, 0, 1
30223, 0, 0, 1
30224, 0, 0, 1
30301, 0, 0, 1
30302, 0, 0, 1
30303, 0, 0, 1
30304, 0, 0, 1
30305, 0, 0, 1
30306, 0, 2, 1
30307, 194, 45, 1
30308, 631, 55, 1
30309, 800, 45, 1
30310, 719, 84, 1
30311, 688, 108, 1
30312, 934, 31, 1
30313, 824, 57, 1
30314, 750, 67, 1
30315, 497, 100, 1
30316, 100, 76, 1
30317, 103, 22, 1
30318, 0, 0, 1
30319, 0, 0, 1
30320, 0, 0, 1
30321, 0, 0, 1
30322, 0, 0, 1
30323, 0, 0, 1
30324, 0, 0, 1
30401, 0, 0, 1
30402, 0, 0, 1
30403, 0, 0, 1
30404, 0, 0, 1
30405, 0, 0, 1
30406, 0, 2, 1
30407, 33, 36, 1
30408, 55, 91, 1
30409, 93, 155, 1
30410, 158, 213, 1
30411, 160, 241, 1
30412, 112, 239, 1
30413, 55, 196, 1
30414, 17, 110, 1
30415, 7, 65, 1
30416, 12, 43, 1
30417, 10, 12, 1
30418, 0, 0, 1
30419, 0, 0, 1
30420, 0, 0, 1
30421, 0, 0, 1
30422, 0, 0, 1
30423, 0, 0, 1
30424, 0, 0, 1
30501, 0, 0, 1
30502, 0, 0, 1
30503, 0, 0, 1
30504, 0, 0, 1
30505, 0, 0, 1
30506, 2, 5, 1
30507, 404, 41, 1
30508, 664, 50, 1
30509, 729, 65, 1
30510, 791, 65, 1
30511, 877, 45, 1
30512, 781, 76, 1
30513, 487, 172, 1
30514, 119, 189, 1
30515, 612, 79, 1
30516, 186, 84, 1
30517, 41, 19, 1
30518, 0, 0, 1
30519, 0, 0, 1
30520, 0, 0, 1
30521, 0, 0, 1
30522, 0, 0, 1
30523, 0, 0, 1
30524, 0, 0, 1
30601, 0, 0, 1
30602, 0, 0, 1
30603, 0, 0, 1
30604, 0, 0, 1
30605, 0, 0, 1
30606, 5, 5, 1
30607, 375, 43, 1
30608, 616, 60, 1
30609, 667, 79, 1
30610, 753, 76, 1
30611, 891, 41, 1
30612, 483, 189, 1
30613, 382, 205, 1
30614, 550, 129, 1
30615, 420, 119, 1
30616, 420, 69, 1
30617, 110, 24, 1
30618, 0, 0, 1
30619, 0, 0, 1
30620, 0, 0, 1
30621, 0, 0, 1
30622, 0, 0, 1
30623, 0, 0, 1
30624, 0, 0, 1
30701, 0, 0, 1
30702, 0, 0, 1
30703, 0, 0, 1
30704, 0, 0, 1
30705, 0, 0, 1
30706, 12, 7, 1
30707, 330, 48, 1
30708, 530, 76, 1
30709, 602, 98, 1
30710, 722, 86, 1
30711, 848, 55, 1
30712, 385, 222, 1
30713, 791, 69, 1
30714, 645, 100, 1
30715, 779, 45, 1
30716, 645, 43, 1
30717, 413, 26, 1
30718, 0, 0, 1
30719, 0, 0, 1
30720, 0, 0, 1
30721, 0, 0, 1
30722, 0, 0, 1
30723, 0, 0, 1
30724, 0, 0, 1
30801, 0, 0, 1
30802, 0, 0, 1
30803, 0, 0, 1
30804, 0, 0, 1
30805, 0, 0, 1
30806, 5, 5, 1
30807, 19, 33, 1
30808, 41, 88, 1
30809, 93, 162, 1
30810, 229, 220, 1
30811, 428, 205, 1
30812, 540, 172, 1
30813, 444, 191, 1
30814, 499, 146, 1
30815, 208, 148, 1
30816, 65, 74, 1
30817, 108, 26, 1
30818, 0, 0, 1
30819, 0, 0, 1
30820, 0, 0, 1
30821, 0, 0, 1
30822, 0, 0, 1
30823, 0, 0, 1
30824, 0, 0, 1
30901, 0, 0, 1
30902, 0, 0, 1
30903, 0, 0, 1
30904, 0, 0, 1
30905, 0, 0, 1
30906, 5, 5, 1
30907, 79, 50, 1
30908, 301, 110, 1
30909, 217, 174, 1
30910, 29, 151, 1
30911, 26, 170, 1
30912, 19, 174, 1
30913, 86, 225, 1
30914, 208, 203, 1
30915, 781, 45, 1
30916, 516, 60, 1
30917, 296, 26, 1
30918, 0, 0, 1
30919, 0, 0, 1
30920, 0, 0, 1
30921, 0, 0, 1
30922, 0, 0, 1
30923, 0, 0, 1
30924, 0, 0, 1
31001, 0, 0, 1
31002, 0, 0, 1
31003, 0, 0, 1
31004, 0, 0, 1
31005, 0, 0, 1
31006, 22, 10, 1
31007, 81, 50, 1
31008, 69, 105, 1
31009, 84, 162, 1
31010, 119, 217, 1
31011, 165, 253, 1
31012, 189, 260, 1
31013, 502, 174, 1
31014, 217, 203, 1
31015, 29, 108, 1
31016, 10, 45, 1
31017, 2, 7, 1
31018, 0, 0, 1
31019, 0, 0, 1
31020, 0, 0, 1
31021, 0, 0, 1
31022, 0, 0, 1
31023, 0, 0, 1
31024, 0, 0, 1
31101, 0, 0, 1
31102, 0, 0, 1
31103, 0, 0, 1
31104, 0, 0, 1
31105, 0, 0, 1
31106, 0, 0, 1
31107, 0, 2, 1
31108, 0, 19, 1
31109, 0, 62, 1
31110, 5, 91, 1
31111, 0, 112, 1
31112, 10, 151, 1
31113, 19, 151, 1
31114, 5, 103, 1
31115, 12, 69, 1
31116, 12, 48, 1
31117, 17, 17, 1
31118, 0, 0, 1
31119, 0, 0, 1
31120, 0, 0, 1
31121, 0, 0, 1
31122, 0, 0, 1
31123, 0, 0, 1
31124, 0, 0, 1
31201, 0, 0, 1
31202, 0, 0, 1
31203, 0, 0, 1
31204, 0, 0, 1
31205, 0, 0, 1
31206, 12, 7, 1
31207, 53, 50, 1
31208, 38, 96, 1
31209, 31, 129, 1
31210, 38, 179, 1
31211, 48, 210, 1
31212, 33, 198, 1
31213, 22, 146, 1
31214, 7, 98, 1
31215, 10, 65, 1
31216, 2, 33, 1
31217, 2, 7, 1
31218, 0, 0, 1
31219, 0, 0, 1
31220, 0, 0, 1
31221, 0, 0, 1
31222, 0, 0, 1
31223, 0, 0, 1
31224, 0, 0, 1
31301, 0, 0, 1
31302, 0, 0, 1
31303, 0, 0, 1
31304, 0, 0, 1
31305, 0, 0, 1
31306, 5, 5, 1
31307, 53, 50, 1
31308, 143, 122, 1
31309, 198, 184, 1
31310, 79, 210, 1
31311, 76, 237, 1
31312, 136, 263, 1
31313, 81, 229, 1
31314, 100, 198, 1
31315, 879, 33, 1
31316, 636, 48, 1
31317, 57, 26, 1
31318, 0, 0, 1
31319, 0, 0, 1
31320, 0, 0, 1
31321, 0, 0, 1
31322, 0, 0, 1
31323, 0, 0, 1
31324, 0, 0, 1
31401, 0, 0, 1
31402, 0, 0, 1
31403, 0, 0, 1
31404, 0, 0, 1
31405, 0, 0, 1
31406, 12, 7, 1
31407, 79, 57, 1
31408, 342, 115, 1
31409, 712, 74, 1
31410, 607, 131, 1
31411, 640, 134, 1
31412, 953, 26, 1
31413, 669, 117, 1
31414, 210, 210, 1
31415, 621, 84, 1
31416, 160, 93, 1
31417, 55, 26, 1
31418, 0, 0, 1
31419, 0, 0, 1
31420, 0, 0, 1
31421, 0, 0, 1
31422, 0, 0, 1
31423, 0, 0, 1
31424, 0, 0, 1
31501, 0, 0, 1
31502, 0, 0, 1
31503, 0, 0, 1
31504, 0, 0, 1
31505, 0, 0, 1
31506, 22, 10, 1
31507, 100, 62, 1
31508, 650, 62, 1
31509, 731, 69, 1
31510, 769, 74, 1
31511, 798, 74, 1
31512, 791, 79, 1
31513, 710, 105, 1
31514, 602, 122, 1
31515, 375, 139, 1
31516, 332, 88, 1
31517, 327, 31, 1
31518, 0, 0, 1
31519, 0, 0, 1
31520, 0, 0, 1
31521, 0, 0, 1
31522, 0, 0, 1
31523, 0, 0, 1
31524, 0, 0, 1
31601, 0, 0, 1
31602, 0, 0, 1
31603, 0, 0, 1
31604, 0, 0, 1
31605, 0, 0, 1
31606, 55, 12, 1
31607, 62, 57, 1
31608, 55, 110, 1
31609, 153, 189, 1
31610, 726, 91, 1
31611, 526, 184, 1
31612, 432, 222, 1
31613, 60, 217, 1
31614, 93, 201, 1
31615, 79, 143, 1
31616, 26, 67, 1
31617, 7, 14, 1
31618, 0, 0, 1
31619, 0, 0, 1
31620, 0, 0, 1
31621, 0, 0, 1
31622, 0, 0, 1
31623, 0, 0, 1
31624, 0, 0, 1
31701, 0, 0, 1
31702, 0, 0, 1
31703, 0, 0, 1
31704, 0, 0, 1
31705, 0, 0, 1
31706, 0, 0, 1
31707, 2, 12, 1
31708, 0, 29, 1
31709, 2, 50, 1
31710, 10, 57, 1
31711, 0, 81, 1
31712, 0, 81, 1
31713, 0, 43, 1
31714, 0, 22, 1
31715, 0, 7, 1
31716, 0, 2, 1
31717, 0, 0, 1
31718, 0, 0, 1
31719, 0, 0, 1
31720, 0, 0, 1
31721, 0, 0, 1
31722, 0, 0, 1
31723, 0, 0, 1
31724, 0, 0, 1
31801, 0, 0, 1
31802, 0, 0, 1
31803, 0, 0, 1
31804, 0, 0, 1
31805, 0, 0, 1
31806, 81, 12, 1
31807, 100, 67, 1
31808, 117, 129, 1
31809, 115, 189, 1
31810, 91, 225, 1
31811, 160, 270, 1
31812, 468, 213, 1
31813, 566, 160, 1
31814, 100, 208, 1
31815, 110, 155, 1
31816, 96, 93, 1
31817, 294, 36, 1
31818, 0, 0, 1
31819, 0, 0, 1
31820, 0, 0, 1
31821, 0, 0, 1
31822, 0, 0, 1
31823, 0, 0, 1
31824, 0, 0, 1
31901, 0, 0, 1
31902, 0, 0, 1
31903, 0, 0, 1
31904, 0, 0, 1
31905, 0, 0, 1
31906, 119, 12, 1
31907, 100, 69, 1
31908, 165, 136, 1
31909, 277, 189, 1
31910, 528, 165, 1
31911, 736, 100, 1
31912, 707, 115, 1
31913, 65, 225, 1
31914, 564, 139, 1
31915, 81, 151, 1
31916, 55, 84, 1
31917, 26, 26, 1
31918, 0, 0, 1
31919, 0, 0, 1
31920, 0, 0, 1
31921, 0, 0, 1
31922, 0, 0, 1
31923, 0, 0, 1
31924, 0, 0, 1
32001, 0, 0, 1
32002, 0, 0, 1
32003, 0, 0, 1
32004, 0, 0, 1
32005, 0, 0, 1
32006, 50, 12, 1
32007, 318, 69, 1
32008, 349, 124, 1
32009, 633, 103, 1
32010, 215, 246, 1
32011, 36, 201, 1
32012, 14, 141, 1
32013, 19, 151, 1
32014, 48, 179, 1
32015, 96, 155, 1
32016, 84, 93, 1
32017, 48, 31, 1
32018, 0, 0, 1
32019, 0, 0, 1
32020, 0, 0, 1
32021, 0, 0, 1
32022, 0, 0, 1
32023, 0, 0, 1
32024, 0, 0, 1
32101, 0, 0, 1
32102, 0, 0, 1
32103, 0, 0, 1
32104, 0, 0, 1
32105, 0, 0, 1
32106, 60, 12, 1
32107, 65, 65, 1
32108, 65, 122, 1
32109, 198, 201, 1
32110, 69, 225, 1
32111, 19, 160, 1
32112, 41, 222, 1
32113, 196, 263, 1
32114, 76, 201, 1
32115, 124, 162, 1
32116, 258, 100, 1
32117, 103, 38, 1
32118, 0, 2, 1
32119, 0, 0, 1
32120, 0, 0, 1
32121, 0, 0, 1
32122, 0, 0, 1
32123, 0, 0, 1
32124, 0, 0, 1
32201, 0, 0, 1
32202, 0, 0, 1
32203, 0, 0, 1
32204, 0, 0, 1
32205, 0, 0, 1
32206, 0, 2, 1
32207, 12, 43, 1
32208, 385, 122, 1
32209, 779, 62, 1
32210, 843, 55, 1
32211, 874, 50, 1
32212, 886, 48, 1
32213, 886, 43, 1
32214, 853, 45, 1
32215, 779, 50, 1
32216, 667, 45, 1
32217, 399, 33, 1
32218, 0, 2, 1
32219, 0, 0, 1
32220, 0, 0, 1
32221, 0, 0, 1
32222, 0, 0, 1
32223, 0, 0, 1
32224, 0, 0, 1
32301, 0, 0, 1
32302, 0, 0, 1
32303, 0, 0, 1
32304, 0, 0, 1
32305, 0, 0, 1
32306, 12, 10, 1
32307, 72, 69, 1
32308, 91, 134, 1
32309, 535, 136, 1
32310, 686, 112, 1
32311, 342, 256, 1
32312, 776, 88, 1
32313, 237, 263, 1
32314, 325, 208, 1
32315, 413, 141, 1
32316, 423, 84, 1
32317, 251, 41, 1
32318, 0, 2, 1
32319, 0, 0, 1
32320, 0, 0, 1
32321, 0, 0, 1
32322, 0, 0, 1
32323, 0, 0, 1
32324, 0, 0, 1
32401, 0, 0, 1
32402, 0, 0, 1
32403, 0, 0, 1
32404, 0, 0, 1
32405, 0, 0, 1
32406, 0, 2, 1
32407, 7, 31, 1
32408, 10, 65, 1
32409, 17, 131, 1
32410, 45, 205, 1
32411, 43, 222, 1
32412, 48, 234, 1
32413, 36, 198, 1
32414, 7, 100, 1
32415, 0, 50, 1
32416, 2, 31, 1
32417, 2, 14, 1
32418, 0, 0, 1
32419, 0, 0, 1
32420, 0, 0, 1
32421, 0, 0, 1
32422, 0, 0, 1
32423, 0, 0, 1
32424, 0, 0, 1
32501, 0, 0, 1
32502, 0, 0, 1
32503, 0, 0, 1
32504, 0, 0, 1
32505, 0, 0, 1
32506, 2, 7, 1
32507, 10, 41, 1
32508, 14, 88, 1
32509, 17, 129, 1
32510, 10, 134, 1
32511, 10, 98, 1
32512, 10, 100, 1
32513, 0, 117, 1
32514, 2, 86, 1
32515, 2, 69, 1
32516, 19, 69, 1
32517, 50, 36, 1
32518, 0, 2, 1
32519, 0, 0, 1
32520, 0, 0, 1
32521, 0, 0, 1
32522, 0, 0, 1
32523, 0, 0, 1
32524, 0, 0, 1
32601, 0, 0, 1
32602, 0, 0, 1
32603, 0, 0, 1
32604, 0, 0, 1
32605, 0, 0, 1
32606, 41, 17, 1
32607, 88, 79, 1
32608, 502, 105, 1
32609, 698, 88, 1
32610, 860, 50, 1
32611, 915, 38, 1
32612, 834, 67, 1
32613, 860, 53, 1
32614, 100, 220, 1
32615, 258, 170, 1
32616, 232, 108, 1
32617, 41, 33, 1
32618, 0, 2, 1
32619, 0, 0, 1
32620, 0, 0, 1
32621, 0, 0, 1
32622, 0, 0, 1
32623, 0, 0, 1
32624, 0, 0, 1
32701, 0, 0, 1
32702, 0, 0, 1
32703, 0, 0, 1
32704, 0, 0, 1
32705, 0, 0, 1
32706, 29, 17, 1
32707, 153, 86, 1
32708, 626, 79, 1
32709, 700, 88, 1
32710, 712, 103, 1
32711, 268, 280, 1
32712, 24, 198, 1
32713, 31, 194, 1
32714, 43, 182, 1
32715, 60, 148, 1
32716, 105, 105, 1
32717, 31, 33, 1
32718, 0, 2, 1
32719, 0, 0, 1
32720, 0, 0, 1
32721, 0, 0, 1
32722, 0, 0, 1
32723, 0, 0, 1
32724, 0, 0, 1
32801, 0, 0, 1
32802, 0, 0, 1
32803, 0, 0, 1
32804, 0, 0, 1
32805, 0, 0, 1
32806, 17, 14, 1
32807, 48, 69, 1
32808, 45, 124, 1
32809, 48, 177, 1
32810, 38, 201, 1
32811, 100, 275, 1
32812, 115, 284, 1
32813, 36, 213, 1
32814, 237, 229, 1
32815, 24, 117, 1
32816, 22, 69, 1
32817, 105, 45, 1
32818, 0, 2, 1
32819, 0, 0, 1
32820, 0, 0, 1
32821, 0, 0, 1
32822, 0, 0, 1
32823, 0, 0, 1
32824, 0, 0, 1
32901, 0, 0, 1
32902, 0, 0, 1
32903, 0, 0, 1
32904, 0, 0, 1
32905, 0, 0, 1
32906, 115, 26, 1
32907, 337, 81, 1
32908, 291, 148, 1
32909, 356, 194, 1
32910, 287, 253, 1
32911, 205, 291, 1
32912, 227, 294, 1
32913, 406, 232, 1
32914, 318, 220, 1
32915, 98, 167, 1
32916, 351, 100, 1
32917, 119, 45, 1
32918, 12, 7, 1
32919, 0, 0, 1
32920, 0, 0, 1
32921, 0, 0, 1
32922, 0, 0, 1
32923, 0, 0, 1
32924, 0, 0, 1
33001, 0, 0, 1
33002, 0, 0, 1
33003, 0, 0, 1
33004, 0, 0, 1
33005, 0, 0, 1
33006, 31, 22, 1
33007, 14, 53, 1
33008, 14, 84, 1
33009, 5, 112, 1
33010, 10, 98, 1
33011, 10, 76, 1
33012, 0, 60, 1
33013, 0, 38, 1
33014, 0, 31, 1
33015, 7, 45, 1
33016, 5, 43, 1
33017, 5, 19, 1
33018, 0, 2, 1
33019, 0, 0, 1
33020, 0, 0, 1
33021, 0, 0, 1
33022, 0, 0, 1
33023, 0, 0, 1
33024, 0, 0, 1
33101, 0, 0, 1
33102, 0, 0, 1
33103, 0, 0, 1
33104, 0, 0, 1
33105, 0, 0, 1
33106, 2, 7, 1
33107, 5, 33, 1
33108, 5, 69, 1
33109, 24, 146, 1
33110, 60, 229, 1
33111, 146, 294, 1
33112, 162, 299, 1
33113, 74, 253, 1
33114, 33, 179, 1
33115, 48, 146, 1
33116, 31, 84, 1
33117, 22, 31, 1
33118, 0, 2, 1
33119, 0, 0, 1
33120, 0, 0, 1
33121, 0, 0, 1
33122, 0, 0, 1
33123, 0, 0, 1
33124, 0, 0, 2
40101, 0, 0, 2
40102, 0, 0, 2
40103, 0, 0, 2
40104, 0, 0, 2
40105, 0, 0, 2
40106, 260, 31, 2
40107, 590, 53, 2
40108, 717, 60, 2
40109, 757, 72, 2
40110, 772, 84, 2
40111, 784, 88, 2
40112, 784, 88, 2
40113, 776, 86, 2
40114, 762, 76, 2
40115, 733, 65, 2
40116, 552, 72, 2
40117, 256, 50, 2
40118, 5, 5, 2
40119, 0, 0, 2
40120, 0, 0, 2
40121, 0, 0, 2
40122, 0, 0, 2
40123, 0, 0, 2
40124, 0, 0, 2
40201, 0, 0, 2
40202, 0, 0, 2
40203, 0, 0, 2
40204, 0, 0, 2
40205, 0, 0, 2
40206, 60, 29, 2
40207, 74, 86, 2
40208, 74, 146, 2
40209, 191, 225, 2
40210, 478, 203, 2
40211, 690, 129, 2
40212, 468, 232, 2
40213, 688, 122, 2
40214, 681, 105, 2
40215, 554, 115, 2
40216, 146, 115, 2
40217, 98, 48, 2
40218, 5, 5, 2
40219, 0, 0, 2
40220, 0, 0, 2
40221, 0, 0, 2
40222, 0, 0, 2
40223, 0, 0, 2
40224, 0, 0, 2
40301, 0, 0, 2
40302, 0, 0, 2
40303, 0, 0, 2
40304, 0, 0, 2
40305, 0, 0, 2
40306, 55, 29, 2
40307, 45, 79, 2
40308, 131, 162, 2
40309, 62, 194, 2
40310, 277, 263, 2
40311, 432, 244, 2
40312, 213, 303, 2
40313, 435, 229, 2
40314, 172, 241, 2
40315, 134, 179, 2
40316, 284, 112, 2
40317, 280, 50, 2
40318, 7, 7, 2
40319, 0, 0, 2
40320, 0, 0, 2
40321, 0, 0, 2
40322, 0, 0, 2
40323, 0, 0, 2
40324, 0, 0, 2
40401, 0, 0, 2
40402, 0, 0, 2
40403, 0, 0, 2
40404, 0, 0, 2
40405, 0, 0, 2
40406, 294, 33, 2
40407, 595, 55, 2
40408, 700, 67, 2
40409, 745, 76, 2
40410, 755, 91, 2
40411, 765, 96, 2
40412, 762, 100, 2
40413, 757, 93, 2
40414, 743, 84, 2
40415, 712, 72, 2
40416, 633, 60, 2
40417, 354, 48, 2
40418, 7, 7, 2
40419, 0, 0, 2
40420, 0, 0, 2
40421, 0, 0, 2
40422, 0, 0, 2
40423, 0, 0, 2
40424, 0, 0, 2
40501, 0, 0, 2
40502, 0, 0, 2
40503, 0, 0, 2
40504, 0, 0, 2
40505, 0, 0, 2
40506, 24, 26, 2
40507, 22, 67, 2
40508, 41, 129, 2
40509, 22, 153, 2
40510, 19, 186, 2
40511, 232, 301, 2
40512, 17, 210, 2
40513, 41, 220, 2
40514, 162, 244, 2
40515, 136, 184, 2
40516, 41, 93, 2
40517, 24, 36, 2
40518, 5, 5, 2
40519, 0, 0, 2
40520, 0, 0, 2
40521, 0, 0, 2
40522, 0, 0, 2
40523, 0, 0, 2
40524, 0, 0, 2
40601, 0, 0, 2
40602, 0, 0, 2
40603, 0, 0, 2
40604, 0, 0, 2
40605, 0, 0, 2
40606, 41, 31, 2
40607, 50, 84, 2
40608, 131, 167, 2
